"zebrafish_ensembl","zebrafish_symbol","human_ensembl","human_symbol","orthology_type"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000197208","SLC22A4","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000168065","SLC22A11","ortholog_many2many"
"ENSDARG00000054696","PSMB4","ENSG00000159377","PSMB4","ortholog_one2one"
"ENSDARG00000054707","DHX8","ENSG00000067596","DHX8","ortholog_one2one"
"ENSDARG00000054723","PDE4DIP","ENSG00000178104","PDE4DIP","ortholog_one2one"
"ENSDARG00000054741","PRKG2","ENSG00000138669","PRKG2","ortholog_one2one"
"ENSDARG00000054746","UGGT1","ENSG00000136731","UGGT1","ortholog_one2one"
"ENSDARG00000054748","CUEDC1B","ENSG00000180891","CUEDC1","ortholog_one2many"
"ENSDARG00000054749","LMO4B","ENSG00000143013","LMO4","ortholog_one2one"
"ENSDARG00000054753","COL10A1A","ENSG00000123500","COL10A1","ortholog_one2many"
"ENSDARG00000054754","HS6ST1A","ENSG00000136720","HS6ST1","ortholog_one2many"
"ENSDARG00000054755","ALOX5AP","ENSG00000132965","ALOX5AP","ortholog_one2one"
"ENSDARG00000054771","GHRA","ENSG00000096996","IL12RB1","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000137070","IL11RA","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000112964","GHR","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000205755","CRLF2","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000147168","IL2RG","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000145623","OSMR","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000104998","IL27RA","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000185291","IL3RA","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000160712","IL6R","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000162594","IL23R","ortholog_many2many"
"ENSDARG00000054771","GHRA","ENSG00000131724","IL13RA1","ortholog_many2many"
"ENSDARG00000054777","RIMOC1","ENSG00000205765","RIMOC1","ortholog_one2one"
"ENSDARG00000054786","FAAH2B","ENSG00000165591","FAAH2","ortholog_one2many"
"ENSDARG00000054789","LYSMD1","ENSG00000163155","LYSMD1","ortholog_one2one"
"ENSDARG00000054793","EMC10","ENSG00000161671","EMC10","ortholog_one2one"
"ENSDARG00000054794","PLCXD3","ENSG00000182836","PLCXD3","ortholog_one2one"
"ENSDARG00000054797","ZGC:153441","ENSG00000169084","DHRSX","ortholog_one2many"
"ENSDARG00000054799","RFC1","ENSG00000035928","RFC1","ortholog_one2one"
"ENSDARG00000054804","ANP32E","ENSG00000143401","ANP32E","ortholog_one2one"
"ENSDARG00000054807","SEC13","ENSG00000157020","SEC13","ortholog_one2one"
"ENSDARG00000054814","PTP4A3B","ENSG00000184489","PTP4A3","ortholog_one2many"
"ENSDARG00000054821","NUBPL","ENSG00000151413","NUBPL","ortholog_one2one"
"ENSDARG00000054823","ID3","ENSG00000117318","ID3","ortholog_one2one"
"ENSDARG00000054829","PIK3C3","ENSG00000078142","PIK3C3","ortholog_one2one"
"ENSDARG00000054833","NUCB1","ENSG00000104805","NUCB1","ortholog_one2one"
"ENSDARG00000054835","UGT5F1","ENSG00000145626","UGT3A1","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000135220","UGT2A3","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000213759","UGT2B11","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000135226","UGT2B28","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000109181","UGT2B10","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000167165","UGT1A6","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000288705","UGT1A5","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000244474","UGT1A4","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000288702","UGT1A3","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000242366","UGT1A8","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000242515","UGT1A10","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000244122","UGT1A7","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000241119","UGT1A9","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000171234","UGT2B7","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000156096","UGT2B4","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000271271","UGT2A2","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000173610","UGT2A1","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000196620","UGT2B15","ortholog_many2many"
"ENSDARG00000054835","UGT5F1","ENSG00000197888","UGT2B17","ortholog_many2many"
"ENSDARG00000054842","HSD17B14","ENSG00000087076","HSD17B14","ortholog_one2one"
"ENSDARG00000054847","XCR1A.1","ENSG00000173578","XCR1","ortholog_one2many"
"ENSDARG00000054848","PDK4","ENSG00000004799","PDK4","ortholog_one2one"
"ENSDARG00000054849","BCAT2","ENSG00000105552","BCAT2","ortholog_one2one"
"ENSDARG00000054856","CSKMT","ENSG00000214756","CSKMT","ortholog_one2one"
"ENSDARG00000054858","TP53BP2B","ENSG00000143514","TP53BP2","ortholog_one2many"
"ENSDARG00000054864","APLP2","ENSG00000084234","APLP2","ortholog_one2one"
"ENSDARG00000054867","HIBCH","ENSG00000198130","HIBCH","ortholog_one2one"
"ENSDARG00000054874","GPSM1B","ENSG00000160360","GPSM1","ortholog_one2many"
"ENSDARG00000054879","SIX3B","ENSG00000138083","SIX3","ortholog_one2many"
"ENSDARG00000054890","RGRA","ENSG00000148604","RGR","ortholog_one2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000214782","MS4A18","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000172689","MS4A10","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000166928","MS4A14","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000156738","MS4A1","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000149534","MS4A2","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000204979","MS4A13","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000166926","MS4A6E","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000110077","MS4A6A","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000166961","MS4A15","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000166930","MS4A5","ortholog_many2many"
"ENSDARG00000054898","MS4A17A.16","ENSG00000166927","MS4A7","ortholog_many2many"
"ENSDARG00000054903","MTA3","ENSG00000057935","MTA3","ortholog_one2one"
"ENSDARG00000054906","IER5L","ENSG00000188483","IER5L","ortholog_one2one"
"ENSDARG00000054907","COX7A2L","ENSG00000115944","COX7A2L","ortholog_one2one"
"ENSDARG00000054916","EIF4EBP3","ENSG00000243056","EIF4EBP3","ortholog_one2many"
"ENSDARG00000054930","TPRA1","ENSG00000163870","TPRA1","ortholog_one2one"
"ENSDARG00000054931","PPP2R5B","ENSG00000068971","PPP2R5B","ortholog_one2one"
"ENSDARG00000054934","ZGC:101765","ENSG00000196139","AKR1C3","ortholog_many2many"
"ENSDARG00000054934","ZGC:101765","ENSG00000187134","AKR1C1","ortholog_many2many"
"ENSDARG00000054934","ZGC:101765","ENSG00000198074","AKR1B10","ortholog_many2many"
"ENSDARG00000054934","ZGC:101765","ENSG00000264006","AKR1C8","ortholog_many2many"
"ENSDARG00000054934","ZGC:101765","ENSG00000227471","AKR1B15","ortholog_many2many"
"ENSDARG00000054934","ZGC:101765","ENSG00000198610","AKR1C4","ortholog_many2many"
"ENSDARG00000054934","ZGC:101765","ENSG00000162482","AKR7A3","ortholog_many2many"
"ENSDARG00000054934","ZGC:101765","ENSG00000151632","AKR1C2","ortholog_many2many"
"ENSDARG00000054941","LDLRAD4B","ENSG00000168675","LDLRAD4","ortholog_one2many"
"ENSDARG00000054942","LGALS2A","ENSG00000100079","LGALS2","ortholog_one2many"
"ENSDARG00000054946","MC5RB","ENSG00000176136","MC5R","ortholog_one2many"
"ENSDARG00000054949","MC2R","ENSG00000185231","MC2R","ortholog_one2one"
"ENSDARG00000054950","EEF2KMT","ENSG00000118894","EEF2KMT","ortholog_one2many"
"ENSDARG00000054950","EEF2KMT","ENSG00000186523","FAM86B1","ortholog_one2many"
"ENSDARG00000054950","EEF2KMT","ENSG00000145002","FAM86B2","ortholog_one2many"
"ENSDARG00000054963","ALG1","ENSG00000251287","ALG1L2","ortholog_one2many"
"ENSDARG00000054963","ALG1","ENSG00000033011","ALG1","ortholog_one2many"
"ENSDARG00000054968","CD40","ENSG00000028137","TNFRSF1B","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000215788","TNFRSF25","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000141655","TNFRSF11A","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000186827","TNFRSF4","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000173535","TNFRSF10C","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000120889","TNFRSF10B","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000173530","TNFRSF10D","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000111321","LTBR","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000186891","TNFRSF18","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000104689","TNFRSF10A","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000139193","CD27","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000157873","TNFRSF14","ortholog_many2many"
"ENSDARG00000054968","CD40","ENSG00000120949","TNFRSF8","ortholog_many2many"
"ENSDARG00000054973","ITSN2B","ENSG00000198399","ITSN2","ortholog_one2many"
"ENSDARG00000054975","CXCR2","ENSG00000163464","CXCR1","ortholog_one2many"
"ENSDARG00000054975","CXCR2","ENSG00000180871","CXCR2","ortholog_one2many"
"ENSDARG00000054978","KIFC3","ENSG00000140859","KIFC3","ortholog_one2one"
"ENSDARG00000054980","EBNA1BP2","ENSG00000117395","EBNA1BP2","ortholog_one2one"
"ENSDARG00000054984","ZBTB41","ENSG00000177888","ZBTB41","ortholog_one2one"
"ENSDARG00000055009","COL4A1","ENSG00000187498","COL4A1","ortholog_one2one"
"ENSDARG00000055022","PDS5A","ENSG00000121892","PDS5A","ortholog_one2one"
"ENSDARG00000055026","PTCH2","ENSG00000117425","PTCH2","ortholog_one2one"
"ENSDARG00000055027","POMT2","ENSG00000009830","POMT2","ortholog_one2one"
"ENSDARG00000055036","ITIH3A.1","ENSG00000162267","ITIH3","ortholog_one2many"
"ENSDARG00000055043","DEPDC7A","ENSG00000121690","DEPDC7","ortholog_one2many"
"ENSDARG00000055045","CASP3B","ENSG00000164305","CASP3","ortholog_one2many"
"ENSDARG00000055053","ITIH3A.2","ENSG00000162267","ITIH3","ortholog_one2many"
"ENSDARG00000055054","BCL9L","ENSG00000186174","BCL9L","ortholog_one2one"
"ENSDARG00000055064","PRDX5","ENSG00000126432","PRDX5","ortholog_one2one"
"ENSDARG00000055066","ZDHHC20A","ENSG00000180776","ZDHHC20","ortholog_one2many"
"ENSDARG00000055070","BORCS7","ENSG00000166275","BORCS7","ortholog_one2one"
"ENSDARG00000055075","SVILA","ENSG00000197321","SVIL","ortholog_one2many"
"ENSDARG00000055076","NXF1B","ENSG00000269437","NXF2B","ortholog_many2many"
"ENSDARG00000055076","NXF1B","ENSG00000162231","NXF1","ortholog_many2many"
"ENSDARG00000055076","NXF1B","ENSG00000147206","NXF3","ortholog_many2many"
"ENSDARG00000055076","NXF1B","ENSG00000269405","NXF2","ortholog_many2many"
"ENSDARG00000055078","CHAC2","ENSG00000143942","CHAC2","ortholog_one2one"
"ENSDARG00000055086","GGNBP2","ENSG00000278311","GGNBP2","ortholog_one2one"
"ENSDARG00000055092","PORA","ENSG00000127948","POR","ortholog_one2many"
"ENSDARG00000055099","FAM184B","ENSG00000047662","FAM184B","ortholog_one2one"
"ENSDARG00000055100","CXCL12B","ENSG00000107562","CXCL12","ortholog_one2many"
"ENSDARG00000055106","ZNF148","ENSG00000163848","ZNF148","ortholog_one2one"
"ENSDARG00000055108","GDE1","ENSG00000006007","GDE1","ortholog_one2one"
"ENSDARG00000055113","POM121","ENSG00000272391","POM121C","ortholog_one2many"
"ENSDARG00000055113","POM121","ENSG00000196313","POM121","ortholog_one2many"
"ENSDARG00000055113","POM121","ENSG00000158553","POM121L2","ortholog_one2many"
"ENSDARG00000055113","POM121","ENSG00000221900","POM121L12","ortholog_one2many"
"ENSDARG00000055115","DTNBP1A","ENSG00000047579","DTNBP1","ortholog_one2many"
"ENSDARG00000055118","MYLIPB","ENSG00000007944","MYLIP","ortholog_one2many"
"ENSDARG00000055120","CTSBA","ENSG00000164733","CTSB","ortholog_one2one"
"ENSDARG00000055123","KCNK2A","ENSG00000082482","KCNK2","ortholog_one2many"
"ENSDARG00000055124","CCNL1A","ENSG00000163660","CCNL1","ortholog_one2one"
"ENSDARG00000055128","ODAD2","ENSG00000169126","ODAD2","ortholog_one2one"
"ENSDARG00000055129","PIM3","ENSG00000198355","PIM3","ortholog_one2one"
"ENSDARG00000055133","CENPF","ENSG00000117724","CENPF","ortholog_one2many"
"ENSDARG00000055151","SMYD2A","ENSG00000143499","SMYD2","ortholog_one2one"
"ENSDARG00000055158","PROX1A","ENSG00000117707","PROX1","ortholog_one2one"
"ENSDARG00000055159","CYP27A1.4","ENSG00000135929","CYP27A1","ortholog_one2many"
"ENSDARG00000055160","CHADLA","ENSG00000162621","LRRC53","ortholog_one2one"
"ENSDARG00000055162","ZHX2A","ENSG00000178764","ZHX2","ortholog_one2many"
"ENSDARG00000055163","EPOA","ENSG00000130427","EPO","ortholog_one2many"
"ENSDARG00000055175","C1QTNF6A","ENSG00000133466","C1QTNF6","ortholog_one2one"
"ENSDARG00000055177","PXDC1A","ENSG00000168994","PXDC1","ortholog_one2many"
"ENSDARG00000055185","TM4SF5","ENSG00000142484","TM4SF5","ortholog_one2one"
"ENSDARG00000055186","CCR9A","ENSG00000173585","CCR9","ortholog_one2many"
"ENSDARG00000055190","SLC17A5","ENSG00000124564","SLC17A3","ortholog_many2many"
"ENSDARG00000055190","SLC17A5","ENSG00000112337","SLC17A2","ortholog_many2many"
"ENSDARG00000055190","SLC17A5","ENSG00000119899","SLC17A5","ortholog_many2many"
"ENSDARG00000055190","SLC17A5","ENSG00000146039","SLC17A4","ortholog_many2many"
"ENSDARG00000055190","SLC17A5","ENSG00000124568","SLC17A1","ortholog_many2many"
"ENSDARG00000055206","DTNBP1B","ENSG00000047579","DTNBP1","ortholog_one2many"
"ENSDARG00000055223","ABLIM2","ENSG00000163995","ABLIM2","ortholog_one2one"
"ENSDARG00000055225","DOCK8","ENSG00000107099","DOCK8","ortholog_one2one"
"ENSDARG00000055226","SLC7A7","ENSG00000155465","SLC7A7","ortholog_one2one"
"ENSDARG00000055229","NCS1A","ENSG00000107130","NCS1","ortholog_one2many"
"ENSDARG00000055232","FANCC","ENSG00000158169","FANCC","ortholog_one2one"
"ENSDARG00000055238","KIF17","ENSG00000117245","KIF17","ortholog_one2one"
"ENSDARG00000055240","XDH","ENSG00000158125","XDH","ortholog_one2one"
"ENSDARG00000055250","CCNP","ENSG00000105219","CCNP","ortholog_one2one"
"ENSDARG00000055252","SNAP23.2","ENSG00000092531","SNAP23","ortholog_one2many"
"ENSDARG00000055255","PITPNM3","ENSG00000091622","PITPNM3","ortholog_one2one"
"ENSDARG00000055271","NKD2A","ENSG00000145506","NKD2","ortholog_one2many"
"ENSDARG00000055276","REL","ENSG00000162924","REL","ortholog_one2one"
"ENSDARG00000055278","CFB","ENSG00000243649","CFB","ortholog_one2many"
"ENSDARG00000055279","B3GAT1B","ENSG00000149328","GLB1L2","ortholog_many2many"
"ENSDARG00000055279","B3GAT1B","ENSG00000166105","GLB1L3","ortholog_many2many"
"ENSDARG00000055283","ID2A","ENSG00000115738","ID2","ortholog_one2many"
"ENSDARG00000055284","AFAP1","ENSG00000196526","AFAP1","ortholog_one2one"
"ENSDARG00000055288","PRELID3A","ENSG00000141391","PRELID3A","ortholog_one2one"
"ENSDARG00000055290","MPEG1.1","ENSG00000197629","MPEG1","ortholog_one2many"
"ENSDARG00000055292","ATG9B","ENSG00000181652","ATG9B","ortholog_one2one"
"ENSDARG00000055294","ATOH1A","ENSG00000172238","ATOH1","ortholog_one2one"
"ENSDARG00000055295","CYB561D1","ENSG00000174151","CYB561D1","ortholog_one2one"
"ENSDARG00000055300","ATXN7L2A","ENSG00000162650","ATXN7L2","ortholog_one2many"
"ENSDARG00000055302","GRID2","ENSG00000152208","GRID2","ortholog_one2one"
"ENSDARG00000055305","RET","ENSG00000165731","RET","ortholog_one2one"
"ENSDARG00000055307","SYPL2A","ENSG00000143028","SYPL2","ortholog_one2many"
"ENSDARG00000055314","MCMBP","ENSG00000197771","MCMBP","ortholog_one2one"
"ENSDARG00000055317","C1QL4B","ENSG00000186897","C1QL4","ortholog_one2many"
"ENSDARG00000055331","ALDH9A1A.2","ENSG00000143149","ALDH9A1","ortholog_one2many"
"ENSDARG00000055338","CAPN1","ENSG00000014216","CAPN1","ortholog_one2many"
"ENSDARG00000055339","MIPEPB","ENSG00000027001","MIPEP","ortholog_one2many"
"ENSDARG00000055342","SLC16A13","ENSG00000174327","SLC16A13","ortholog_one2one"
"ENSDARG00000055344","MIPEPA","ENSG00000027001","MIPEP","ortholog_one2many"
"ENSDARG00000055349","PKNOX2","ENSG00000165495","PKNOX2","ortholog_one2one"
"ENSDARG00000055350","SUN1B","ENSG00000164828","SUN1","ortholog_one2many"
"ENSDARG00000055357","LEO1","ENSG00000166477","LEO1","ortholog_one2one"
"ENSDARG00000055373","SEMA3FB","ENSG00000001617","SEMA3F","ortholog_one2many"
"ENSDARG00000055374","IRF4B","ENSG00000213928","IRF9","ortholog_many2many"
"ENSDARG00000055377","GNB5B","ENSG00000069966","GNB5","ortholog_one2many"
"ENSDARG00000055381","BAMBIA","ENSG00000095739","BAMBI","ortholog_one2many"
"ENSDARG00000055383","HAPSTR1A","ENSG00000182831","HAPSTR1","ortholog_one2many"
"ENSDARG00000055383","HAPSTR1A","ENSG00000230707","HAPSTR2","ortholog_one2many"
"ENSDARG00000055388","VTNA","ENSG00000109072","VTN","ortholog_one2many"
"ENSDARG00000055389","SONA","ENSG00000159140","SON","ortholog_one2many"
"ENSDARG00000055395","FOXQ1B","ENSG00000164379","FOXQ1","ortholog_one2many"
"ENSDARG00000055400","SI:DKEY-56F14.7","ENSG00000155849","ELMO1","ortholog_one2many"
"ENSDARG00000055412","MYLK4B","ENSG00000145949","MYLK4","ortholog_one2many"
"ENSDARG00000055415","ZP2L1","ENSG00000205832","C16ORF96","ortholog_many2many"
"ENSDARG00000055416","SERPINB1","ENSG00000021355","SERPINB1","ortholog_one2many"
"ENSDARG00000055426","RWDD2B","ENSG00000156253","RWDD2B","ortholog_one2one"
"ENSDARG00000055429","KAT6B","ENSG00000156650","KAT6B","ortholog_one2one"
"ENSDARG00000055433","VPS26BL","ENSG00000151502","VPS26B","ortholog_one2many"
"ENSDARG00000055437","METTL21CB","ENSG00000139780","METTL21C","ortholog_one2many"
"ENSDARG00000055443","ZCCHC7","ENSG00000147905","ZCCHC7","ortholog_one2one"
"ENSDARG00000055445","SLC22A15","ENSG00000149742","SLC22A9","ortholog_many2many"
"ENSDARG00000055445","SLC22A15","ENSG00000197658","SLC22A24","ortholog_many2many"
"ENSDARG00000055445","SLC22A15","ENSG00000184999","SLC22A10","ortholog_many2many"
"ENSDARG00000055445","SLC22A15","ENSG00000196600","SLC22A25","ortholog_many2many"
"ENSDARG00000055445","SLC22A15","ENSG00000168065","SLC22A11","ortholog_many2many"
"ENSDARG00000055459","DLGAP3","ENSG00000116544","DLGAP3","ortholog_one2one"
"ENSDARG00000055463","LRIT3A","ENSG00000183423","LRIT3","ortholog_one2many"
"ENSDARG00000055470","CDC16","ENSG00000130177","CDC16","ortholog_one2one"
"ENSDARG00000055472","NUBP1","ENSG00000103274","NUBP1","ortholog_one2one"
"ENSDARG00000055474","DEXI","ENSG00000182108","DEXI","ortholog_one2one"
"ENSDARG00000055477","PELO","ENSG00000152684","PELO","ortholog_one2one"
"ENSDARG00000055490","GALNT12","ENSG00000119514","GALNT12","ortholog_one2one"
"ENSDARG00000055493","HIC1","ENSG00000177374","HIC1","ortholog_one2many"
"ENSDARG00000055502","CICB","ENSG00000079432","CIC","ortholog_one2many"
"ENSDARG00000055504","CD68","ENSG00000129226","CD68","ortholog_one2one"
"ENSDARG00000055506","SI:CH211-37E10.1","ENSG00000010318","PHF7","ortholog_many2many"
"ENSDARG00000055506","SI:CH211-37E10.1","ENSG00000092140","G2E3","ortholog_many2many"
"ENSDARG00000055510","YPEL3","ENSG00000090238","YPEL3","ortholog_one2one"
"ENSDARG00000055514","ICN2","ENSG00000188643","S100A16","ortholog_one2many"
"ENSDARG00000055518","PYGMA","ENSG00000068976","PYGM","ortholog_one2many"
"ENSDARG00000055523","SLC22A6L","ENSG00000149452","SLC22A8","ortholog_one2one"
"ENSDARG00000055524","RNF7","ENSG00000114125","RNF7","ortholog_one2one"
"ENSDARG00000055525","LGALSLB","ENSG00000119862","LGALSL","ortholog_one2many"
"ENSDARG00000055530","SERTAD2B","ENSG00000179833","SERTAD2","ortholog_one2one"
"ENSDARG00000055534","GRK7B","ENSG00000114124","GRK7","ortholog_one2many"
"ENSDARG00000055536","OTUB1A","ENSG00000167770","OTUB1","ortholog_one2many"
"ENSDARG00000055538","AVL9","ENSG00000105778","AVL9","ortholog_one2one"
"ENSDARG00000055539","EPDL2","ENSG00000086289","EPDR1","ortholog_one2many"
"ENSDARG00000055540","PFKFB4A","ENSG00000114268","PFKFB4","ortholog_one2many"
"ENSDARG00000055543","APPB","ENSG00000142192","APP","ortholog_one2many"
"ENSDARG00000055548","NPAT","ENSG00000149308","NPAT","ortholog_one2one"
"ENSDARG00000055552","DVL1B","ENSG00000107404","DVL1","ortholog_one2many"
"ENSDARG00000055554","WNT1","ENSG00000125084","WNT1","ortholog_one2one"
"ENSDARG00000055559","CHRNA6","ENSG00000147434","CHRNA6","ortholog_one2one"
"ENSDARG00000055560","P2RY8","ENSG00000182162","P2RY8","ortholog_one2one"
"ENSDARG00000055563","DROSHA","ENSG00000113360","DROSHA","ortholog_one2one"
"ENSDARG00000055566","MASTL","ENSG00000120539","MASTL","ortholog_one2one"
"ENSDARG00000055569","GHDC","ENSG00000167925","GHDC","ortholog_one2one"
"ENSDARG00000055570","GPR61","ENSG00000156097","GPR61","ortholog_one2one"
"ENSDARG00000055574","FOXN2","ENSG00000170802","FOXN2","ortholog_one2many"
"ENSDARG00000055575","PCOLCE2B","ENSG00000163710","PCOLCE2","ortholog_one2many"
"ENSDARG00000055588","STAT5B","ENSG00000173757","STAT5B","ortholog_many2many"
"ENSDARG00000055588","STAT5B","ENSG00000126561","STAT5A","ortholog_many2many"
"ENSDARG00000055589","S100T","ENSG00000196754","S100A2","ortholog_many2many"
