"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","HPMR.Ligand","HPMR.Receptor","Pair.Source","Pair.Evidence","pathway_name","annotation","match_status"
"RTN4R_ADGRB1","RTN4R",NA,"ADGRB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRB","Cell-Cell Contact","added"
"ITGAV_ADGRB1","ITGAV",NA,"ADGRB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRB","Cell-Cell Contact","added"
"ITGB5_ADGRB1","ITGB5",NA,"ADGRB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRB","Cell-Cell Contact","added"
"TAX1BP3_ADGRB2","TAX1BP3",NA,"ADGRB2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRB","Cell-Cell Contact","added"
"C1QL1_ADGRB3","C1QL1",NA,"ADGRB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRB","Cell-Cell Contact","added"
"C1QL2_ADGRB3","C1QL2",NA,"ADGRB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRB","Cell-Cell Contact","added"
"C1QL3_ADGRB3","C1QL3",NA,"ADGRB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRB","Cell-Cell Contact","added"
"C1QL4_ADGRB3","C1QL4",NA,"ADGRB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRB","Cell-Cell Contact","added"
"THY1_ADGRE2","THY1",NA,"ADGRE2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"ITGB1_ADGRE2","ITGB1",NA,"ADGRE2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"ITGB3_ADGRE2","ITGB3",NA,"ADGRE2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"CD55_ADGRE5","CD55",NA,"ADGRE5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"LPAR1_ADGRE5","LPAR1",NA,"ADGRE5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"LPAR2_ADGRE5","LPAR2",NA,"ADGRE5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"LPAR3_ADGRE5","LPAR3",NA,"ADGRE5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"THY1_ADGRE5","THY1",NA,"ADGRE5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"ITGB1_ADGRE5","ITGB1",NA,"ADGRE5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"ITGB3_ADGRE5","ITGB3",NA,"ADGRE5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"SFTPD_ADGRE5","SFTPD",NA,"ADGRE5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRE","Cell-Cell Contact","added"
"COL3A1_ADGRG1","COL3A1",NA,"ADGRG1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"GAST_ADGRG1","GAST",NA,"ADGRG1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"TGM2_ADGRG1","TGM2",NA,"ADGRG1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"COL4A1_ADGRG6","COL4A1",NA,"ADGRG6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"COL4A2_ADGRG6","COL4A2",NA,"ADGRG6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"COL4A3_ADGRG6","COL4A3",NA,"ADGRG6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"COL4A4_ADGRG6","COL4A4",NA,"ADGRG6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"COL4A5_ADGRG6","COL4A5",NA,"ADGRG6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"COL4A6_ADGRG6","COL4A6",NA,"ADGRG6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"LAMA2_ADGRG6","LAMA2",NA,"ADGRG6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"PRNP_ADGRG6","PRNP",NA,"ADGRG6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRG","Cell-Cell Contact","added"
"FLRT2_ADGRL1","FLRT2",NA,"ADGRL1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"NRXN1_ADGRL1","NRXN1",NA,"ADGRL1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"NRXN2_ADGRL1","NRXN2",NA,"ADGRL1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"NRXN3_ADGRL1","NRXN3",NA,"ADGRL1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"TENM1_ADGRL1","TENM1",NA,"ADGRL1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"TENM3_ADGRL1","TENM3",NA,"ADGRL1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"FLRT1_ADGRL2","FLRT1",NA,"ADGRL2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"FLRT2_ADGRL2","FLRT2",NA,"ADGRL2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"TENM1_ADGRL2","TENM1",NA,"ADGRL2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"TENM3_ADGRL2","TENM3",NA,"ADGRL2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"TENM4_ADGRL2","TENM4",NA,"ADGRL2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"FLRT2_ADGRL3","FLRT2",NA,"ADGRL3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"TENM1_ADGRL3","TENM1",NA,"ADGRL3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"TENM2_ADGRL3","TENM2",NA,"ADGRL3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"TENM4_ADGRL3","TENM4",NA,"ADGRL3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"UNC5A_ADGRL3","UNC5A",NA,"ADGRL3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ADGRL","Cell-Cell Contact","added"
"FLRT1_FLRT1","FLRT1",NA,"FLRT1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","FLRT","Cell-Cell Contact","added"
"FLRT2_FLRT2","FLRT2",NA,"FLRT2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","FLRT","Cell-Cell Contact","added"
"FLRT3_FLRT3","FLRT3",NA,"FLRT3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","FLRT","Cell-Cell Contact","added"
"FLRT1_UNC5A","FLRT1",NA,"UNC5A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT2_UNC5A","FLRT2",NA,"UNC5A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT3_UNC5A","FLRT3",NA,"UNC5A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT1_UNC5B","FLRT1",NA,"UNC5B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT2_UNC5B","FLRT2",NA,"UNC5B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT3_UNC5B","FLRT3",NA,"UNC5B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT1_UNC5C","FLRT1",NA,"UNC5C",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT2_UNC5C","FLRT2",NA,"UNC5C",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT3_UNC5C","FLRT3",NA,"UNC5C",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT1_UNC5D","FLRT1",NA,"UNC5D",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT2_UNC5D","FLRT2",NA,"UNC5D",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"FLRT3_UNC5D","FLRT3",NA,"UNC5D",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","UNC5","Cell-Cell Contact","added"
"SLC29A1_ADORA1","SLC29A1",NA,"ADORA1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A2_ADORA1","SLC29A2",NA,"ADORA1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A3_ADORA1","SLC29A3",NA,"ADORA1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A4_ADORA1","SLC29A4",NA,"ADORA1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A1_ADORA2A","SLC29A1",NA,"ADORA2A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A2_ADORA2A","SLC29A2",NA,"ADORA2A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A3_ADORA2A","SLC29A3",NA,"ADORA2A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A4_ADORA2A","SLC29A4",NA,"ADORA2A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A1_ADORA2B","SLC29A1",NA,"ADORA2B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A2_ADORA2B","SLC29A2",NA,"ADORA2B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A3_ADORA2B","SLC29A3",NA,"ADORA2B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A4_ADORA2B","SLC29A4",NA,"ADORA2B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A1_ADORA3","SLC29A1",NA,"ADORA3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A2_ADORA3","SLC29A2",NA,"ADORA3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A3_ADORA3","SLC29A3",NA,"ADORA3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC29A4_ADORA3","SLC29A4",NA,"ADORA3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Adenosine","Non-protein Signaling","added"
"SLC6A2_ADRA1A","SLC6A2",NA,"ADRA1A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Noradrenaline","Non-protein Signaling","added"
"SLC6A2_ADRA1B","SLC6A2",NA,"ADRA1B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Noradrenaline","Non-protein Signaling","added"
"SLC6A2_ADRA1D","SLC6A2",NA,"ADRA1D",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Noradrenaline","Non-protein Signaling","added"
"SLC6A2_ADRA2A","SLC6A2",NA,"ADRA2A",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Noradrenaline","Non-protein Signaling","added"
"SLC6A2_ADRA2B","SLC6A2",NA,"ADRA2B",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Noradrenaline","Non-protein Signaling","added"
"SLC6A2_ADRA2C","SLC6A2",NA,"ADRA2C",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Noradrenaline","Non-protein Signaling","added"
"SLC6A2_ADRB1","SLC6A2",NA,"ADRB1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Noradrenaline","Non-protein Signaling","added"
"SLC6A2_ADRB2","SLC6A2",NA,"ADRB2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Noradrenaline","Non-protein Signaling","added"
"SLC6A2_ADRB3","SLC6A2",NA,"ADRB3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Noradrenaline","Non-protein Signaling","added"
"AGT_AGTR2","AGT",NA,"AGTR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","AGT","Secreted Signaling","added"
"SLC10A4_CHRM1","SLC10A4",NA,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC18A3_CHRM1","SLC18A3",NA,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC5A7_CHRM1","SLC5A7",NA,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC10A4_CHRM2","SLC10A4",NA,"CHRM2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC18A3_CHRM2","SLC18A3",NA,"CHRM2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC5A7_CHRM2","SLC5A7",NA,"CHRM2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC10A4_CHRM3","SLC10A4",NA,"CHRM3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC18A3_CHRM3","SLC18A3",NA,"CHRM3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC5A7_CHRM3","SLC5A7",NA,"CHRM3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC10A4_CHRM4","SLC10A4",NA,"CHRM4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC18A3_CHRM4","SLC18A3",NA,"CHRM4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC5A7_CHRM4","SLC5A7",NA,"CHRM4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC10A4_CHRM5","SLC10A4",NA,"CHRM5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC18A3_CHRM5","SLC18A3",NA,"CHRM5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"SLC5A7_CHRM5","SLC5A7",NA,"CHRM5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Ach","Non-protein Signaling","added"
"NRXN1_CLSTN1","NRXN1",NA,"CLSTN1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"NRXN2_CLSTN1","NRXN2",NA,"CLSTN1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"NRXN3_CLSTN1","NRXN3",NA,"CLSTN1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"NRXN1_CLSTN2","NRXN1",NA,"CLSTN2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"NRXN2_CLSTN2","NRXN2",NA,"CLSTN2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"NRXN3_CLSTN2","NRXN3",NA,"CLSTN2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"NRXN1_CLSTN3","NRXN1",NA,"CLSTN3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"NRXN2_CLSTN3","NRXN2",NA,"CLSTN3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"NRXN3_CLSTN3","NRXN3",NA,"CLSTN3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"ALOX5AP_CYSLTR1","ALOX5AP",NA,"CYSLTR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"LTC4S_CYSLTR1","LTC4S",NA,"CYSLTR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"ALOX5_CYSLTR1","ALOX5",NA,"CYSLTR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"GGT5_CYSLTR1","GGT5",NA,"CYSLTR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"GGT1_CYSLTR1","GGT1",NA,"CYSLTR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"DPEP1_CYSLTR1","DPEP1",NA,"CYSLTR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"DPEP2_CYSLTR1","DPEP2",NA,"CYSLTR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"DPEP3_CYSLTR1","DPEP3",NA,"CYSLTR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"ALOX5AP_CYSLTR2","ALOX5AP",NA,"CYSLTR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"LTC4S_CYSLTR2","LTC4S",NA,"CYSLTR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"ALOX5_CYSLTR2","ALOX5",NA,"CYSLTR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"GGT5_CYSLTR2","GGT5",NA,"CYSLTR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"GGT1_CYSLTR2","GGT1",NA,"CYSLTR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"DPEP1_CYSLTR2","DPEP1",NA,"CYSLTR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"DPEP2_CYSLTR2","DPEP2",NA,"CYSLTR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"DPEP3_CYSLTR2","DPEP3",NA,"CYSLTR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CysLTs","Non-protein Signaling","added"
"NRXN1_DAG1","NRXN1",NA,"DAG1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"NRXN2_DAG1","NRXN2",NA,"DAG1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","NRXN","Cell-Cell Contact","added"
"SLC18A1_DRD1","SLC18A1",NA,"DRD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC18A2_DRD1","SLC18A2",NA,"DRD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC6A3_DRD1","SLC6A3",NA,"DRD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC18A1_DRD2","SLC18A1",NA,"DRD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC18A2_DRD2","SLC18A2",NA,"DRD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC6A3_DRD2","SLC6A3",NA,"DRD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC18A1_DRD3","SLC18A1",NA,"DRD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC18A2_DRD3","SLC18A2",NA,"DRD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC6A3_DRD3","SLC6A3",NA,"DRD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC18A1_DRD4","SLC18A1",NA,"DRD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC18A2_DRD4","SLC18A2",NA,"DRD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC6A3_DRD4","SLC6A3",NA,"DRD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC18A1_DRD5","SLC18A1",NA,"DRD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC18A2_DRD5","SLC18A2",NA,"DRD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"SLC6A3_DRD5","SLC6A3",NA,"DRD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Dopamine","Non-protein Signaling","added"
"TAFA4_FPR1","TAFA4",NA,"FPR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","TAFA","Secreted Signaling","added"
"CTSG_FPR1","CTSG",NA,"FPR1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CTSG","Secreted Signaling","added"
"ALOX12_FPR2","ALOX12",NA,"FPR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LXA4","Non-protein Signaling","added"
"ALOX5AP_FPR2","ALOX5AP",NA,"FPR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LXA4","Non-protein Signaling","added"
"LTC4S_FPR2","LTC4S",NA,"FPR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LXA4","Non-protein Signaling","added"
"ALOX5_FPR2","ALOX5",NA,"FPR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","LXA4","Non-protein Signaling","added"
"MT-RNR2_FPR2","MT-RNR2",NA,"FPR2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANNEXIN","Secreted Signaling","added"
"MT-RNR2_FPR3","MT-RNR2",NA,"FPR3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","ANNEXIN","Secreted Signaling","added"
"GALP_GALR3","GALP",NA,"GALR3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","GALANIN","Secreted Signaling","added"
"NRXN1_GRID2","NRXN1",NA,"GRID2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Glutamate","Non-protein Signaling","added"
"CBLN1_GRID2","CBLN1",NA,"GRID2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Glutamate","Non-protein Signaling","added"
"HDC_HRH1","HDC",NA,"HRH1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Histamine","Non-protein Signaling","added"
"HDC_HRH2","HDC",NA,"HRH2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Histamine","Non-protein Signaling","added"
"HDC_HRH3","HDC",NA,"HRH3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Histamine","Non-protein Signaling","added"
"HDC_HRH4","HDC",NA,"HRH4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","Histamine","Non-protein Signaling","added"
"LRFN4_PTPRD","LRFN4",NA,"PTPRD",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTPR","Cell-Cell Contact","added"
"LRFN4_PTPRF","LRFN4",NA,"PTPRF",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTPR","Cell-Cell Contact","added"
"LRFN4_PTPRS","LRFN4",NA,"PTPRS",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTPR","Cell-Cell Contact","added"
"LRFN5_PTPRD","LRFN5",NA,"PTPRD",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTPR","Cell-Cell Contact","added"
"LRFN5_PTPRF","LRFN5",NA,"PTPRF",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTPR","Cell-Cell Contact","added"
"LRFN5_PTPRS","LRFN5",NA,"PTPRS",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTPR","Cell-Cell Contact","added"
"LRRC4B_PTPRD","LRRC4B",NA,"PTPRD",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTPR","Cell-Cell Contact","added"
"LRRC4B_PTPRS","LRRC4B",NA,"PTPRS",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTPR","Cell-Cell Contact","added"
"LRRC4C_PTPRF","LRRC4C",NA,"PTPRF",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PTPR","Cell-Cell Contact","added"
